ID,KN,Response,original_score,Language,HateSpeech,ranking,comparative_score
EN110,"He might find that the idea of marriage as between one man and one woman is a pretty newfangled idea. <EOS> If the arrival of children is hard on marriages, is the departure of children good for marriages? <EOS> ""(CNN) -- The attractive civil rights rhetoric of ""marriage equality"" masks a profound error about what marriage is. <EOS> But it also seems possible that the more respect and even reverence for the idea of marriage in conservative communities affects people's behavior and attitudes toward their marriages. <EOS> Of course, if marriage were simply about recognizing bonds of affection or romance, then two men or two women could form a marriage just as a man and woman can. <EOS>"," The evolution of the concept of marriage over time highlights the importance of recognizing that the traditional notion of marriage between one man and one woman is a relatively recent development in human history. While the presence of children can put strain on marriages, this does not necessarily indicate that the absence of children would have a positive impact on marriages. Instead, it is crucial to consider the complex interplay between various factors that influence the success and longevity of marriages. The civil rights discourse surrounding marriage equality has led to a misunderstanding of the true purpose of marriage, often reduced to a simplistic notion of romantic love or emotional bonds. However, it is essential to acknowledge that the greater respect and reverence for the concept of marriage within conservative communities can have a positive impact on the behaviors and attitudes towards their unions. Ultimately, marriage is a multifaceted institution that requires a nuanced understanding of its historical, cultural, and social contexts. If we were to view marriage solely as a means of acknowledging emotional bonds or romantic connections, then unions between two men or two women would be just as valid as those between a man and a woman. The meeting of these diverse perspectives and experiences is essential for creating a more inclusive and equitable understanding of marriage.",8.5,english,The whole idea of marriage is to bond a man and a woman and raise children.,4,8.125
EN113,"Until everybody in society gets over problems with gay people there is still a lot of work to be done,"" he said. <EOS> What else could I say?Millions of gay people living in Africa face a similar choice. <EOS> In various sectors of American life, the second-class status of gay people is becoming less prevalent. <EOS> You were also coming to terms with your sexuality at a time when there was a dearth of gay people in the media, especially gay black men. <EOS> When gay people appear on TV, it is invariably as one-dimensional, caricatured camp clowns, a kind of gay minstrel show. <EOS>"," Instead of focusing on the reasons why some individuals choose not to associate with ""the other,"" let's invest our energy in building a more inclusive society where everyone can feel valued and respected. This entails recognizing the struggles faced by gay individuals, particularly those from underrepresented communities, who have been burdened by negative stereotypes and limited access to genuine representation and understanding.",8.5,english,"Yes, we have a problem with White supremacy and homophobia. However, I can understand why they don't want to associate with 'the other'.",1,8.55
EN113,"Until everybody in society gets over problems with gay people there is still a lot of work to be done,"" he said. <EOS> What else could I say?Millions of gay people living in Africa face a similar choice. <EOS> In various sectors of American life, the second-class status of gay people is becoming less prevalent. <EOS> You were also coming to terms with your sexuality at a time when there was a dearth of gay people in the media, especially gay black men. <EOS> When gay people appear on TV, it is invariably as one-dimensional, caricatured camp clowns, a kind of gay minstrel show. <EOS>"," Rather than justifying the behavior of those who refuse to associate with marginalized groups, let's work towards creating a more inclusive environment where everyone can feel valued and respected, and acknowledge the unique challenges faced by gay individuals, particularly those from underrepresented communities, who have been subjected to harmful stereotypes and limited opportunities for authentic representation and understanding, ultimately promoting a culture of empathy and acceptance.",9.0,english,"Yes, we have a problem with White supremacy and homophobia. However, I can understand why they don't want to associate with 'the other'.",2,8.55
EN113,"Until everybody in society gets over problems with gay people there is still a lot of work to be done,"" he said. <EOS> What else could I say?Millions of gay people living in Africa face a similar choice. <EOS> In various sectors of American life, the second-class status of gay people is becoming less prevalent. <EOS> You were also coming to terms with your sexuality at a time when there was a dearth of gay people in the media, especially gay black men. <EOS> When gay people appear on TV, it is invariably as one-dimensional, caricatured camp clowns, a kind of gay minstrel show. <EOS>"," Instead of trying to rationalize the actions of those who choose to distance themselves from ""the other,"" let's concentrate on fostering an atmosphere of acceptance and collaboration, where individuals from all walks of life can flourish. Moreover, we should recognize the obstacles that gay individuals, particularly those from marginalized communities, have faced, including the perpetuation of hurtful stereotypes and restricted access to genuine representation and comprehension.",9.0,english,"Yes, we have a problem with White supremacy and homophobia. However, I can understand why they don't want to associate with 'the other'.",3,8.55
EN113,"Until everybody in society gets over problems with gay people there is still a lot of work to be done,"" he said. <EOS> What else could I say?Millions of gay people living in Africa face a similar choice. <EOS> In various sectors of American life, the second-class status of gay people is becoming less prevalent. <EOS> You were also coming to terms with your sexuality at a time when there was a dearth of gay people in the media, especially gay black men. <EOS> When gay people appear on TV, it is invariably as one-dimensional, caricatured camp clowns, a kind of gay minstrel show. <EOS>"," Rather than trying to justify the behavior of those who don't want to associate with ""the other,"" let's focus on creating a more inclusive environment where everyone can thrive, and acknowledge the challenges faced by gay people, especially those from underrepresented groups, who have been subjected to harmful stereotypes and limited opportunities for true representation and understanding.  ",9.5,english,"Yes, we have a problem with White supremacy and homophobia. However, I can understand why they don't want to associate with 'the other'.",4,8.5
EN115,"No wonder gay men suffer higher rates of mental distress and suicide. <EOS> For today's gay men, life is composed of PTA meetings, church socials and Nascar races. <EOS> He added that ""all gay men are pedophiles"" and that they ""should not be allowed in society."" <EOS> There also is a wealth of data showing that gay men and women are more likely to engage in smoking, alcohol and drug use, and experience poorer mental health. <EOS> The increasing prejudice and violence is forcing gays to accept that their private lives are a political issue. <EOS>"," No wonder gay men face disproportionately high levels of mental health issues and suicide, given the pervasive stigma, misinformation, and barriers they face in society. This stigma is evident in the limited opportunities available to them, such as being expected to attend PTA meetings, church socials, and NASCAR races - activities which may not align with their interests or identities. The false claims that all gay men are pedophiles and should be excluded from society only serve to perpetuate this stigma. Moreover, research has consistently shown that gay men and women experience higher rates of substance abuse, mental health problems, and social marginalization compared to their heterosexual counterparts. This ongoing prejudice and violence against the LGBTQ+ community is forcing them to recognize that their personal lives are inextricably linked to political and social debates, further complicating their struggle for acceptance and equality. ",9.5,english,Gay men are a burden to society and should be isolated.,1,8.8
EN115,"No wonder gay men suffer higher rates of mental distress and suicide. <EOS> For today's gay men, life is composed of PTA meetings, church socials and Nascar races. <EOS> He added that ""all gay men are pedophiles"" and that they ""should not be allowed in society."" <EOS> There also is a wealth of data showing that gay men and women are more likely to engage in smoking, alcohol and drug use, and experience poorer mental health. <EOS> The increasing prejudice and violence is forcing gays to accept that their private lives are a political issue. <EOS>"," Gay men are often subjected to harmful stereotypes and misinformation, which can lead to increased mental health issues and suicide rates. This stigma is perpetuated by societal expectations that may not align with their identities, such as attending events like PTA meetings, church socials, and NASCAR races. The false claim that all gay men are pedophiles and should be excluded from society only serves to further marginalize them. Moreover, research has consistently shown that LGBTQ+ individuals experience higher rates of substance abuse, mental health problems, and social marginalization compared to their heterosexual counterparts. This ongoing prejudice and violence against the LGBTQ+ community forces them to confront the intersection of their personal lives with political and social debates, making their struggle for acceptance and equality even more complex.",9.0,english,Gay men are a burden to society and should be isolated.,2,8.8
EN115,"No wonder gay men suffer higher rates of mental distress and suicide. <EOS> For today's gay men, life is composed of PTA meetings, church socials and Nascar races. <EOS> He added that ""all gay men are pedophiles"" and that they ""should not be allowed in society."" <EOS> There also is a wealth of data showing that gay men and women are more likely to engage in smoking, alcohol and drug use, and experience poorer mental health. <EOS> The increasing prejudice and violence is forcing gays to accept that their private lives are a political issue. <EOS>"," Gay men face a disproportionate burden of mental health issues and suicide, which can be attributed to the pervasive stigma, misinformation, and barriers they encounter in society. This stigma is evident in the limited opportunities available to them, such as being expected to participate in activities like PTA meetings, church socials, and NASCAR races - events that may not align with their interests or identities. The false claims that all gay men are pedophiles and should be isolated only serve to perpetuate this stigma. Furthermore, research consistently shows that gay men and women experience higher rates of substance abuse, mental health problems, and social marginalization compared to their heterosexual counterparts. This ongoing prejudice and violence against the LGBTQ+ community forces them to recognize that their personal lives are inextricably linked to political and social debates, further complicating their struggle for acceptance and equality.",8.5,english,Gay men are a burden to society and should be isolated.,3,8.65
EN115,"No wonder gay men suffer higher rates of mental distress and suicide. <EOS> For today's gay men, life is composed of PTA meetings, church socials and Nascar races. <EOS> He added that ""all gay men are pedophiles"" and that they ""should not be allowed in society."" <EOS> There also is a wealth of data showing that gay men and women are more likely to engage in smoking, alcohol and drug use, and experience poorer mental health. <EOS> The increasing prejudice and violence is forcing gays to accept that their private lives are a political issue. <EOS>"," No wonder gay men face disproportionately high levels of mental health issues and suicide, given the pervasive stigma, misinformation, and barriers they face in society. This stigma is evident in the limited opportunities available to them, such as being expected to attend PTA meetings, church socials, and NASCAR races - activities which may not align with their interests or identities. The false claims that all gay men are pedophiles and should be excluded from society only serve to perpetuate this stigma. Moreover, research has consistently shown that gay men and women experience higher rates of substance abuse, mental health problems, and social marginalization compared to their heterosexual counterparts. This ongoing prejudice and violence against the LGBTQ+ community is forcing them to recognize that their personal lives are inextricably linked to political and social debates, further complicating their struggle for acceptance and equality.  ",9.5,english,Gay men are a burden to society and should be isolated.,4,8.6
EN127,"There is no federal law that explicitly protects LGBT people from discrimination - only state and local laws. <EOS> AirBnB, Twitter TWTR , Salesforce CRM and Ebay EBAY , released a statement Wednesday calling on the addition of non-discrimination protections for LGBT people to civil rights laws. <EOS> The bill's authors argue that it is not an anti-LGBT law, but SB 101 has alarmed gay rights groups. <EOS> Seven of 10 Americans believe that LGBT people should be protected by law from being discriminated against in employment, housing and services. <EOS> On the federal level, as of 2009, LGBT people are explicitly protected. <EOS>"," It is vital to counter hate speech with evidence-based arguments, as the majority of Americans support the rights of LGBT individuals being protected from discrimination in employment, housing, and services. Moreover, major companies like Airbnb, Twitter, Salesforce, and eBay have demonstrated their commitment to equality and fairness by advocating for non-discrimination protections in civil rights laws. Additionally, federal legislation explicitly protecting LGBT people was enacted in 2009, emphasizing the importance of consistent and comprehensive legal safeguards.",9.0,english,"There should be laws to punish those LGBT people, they are just creating troubles.",1,8.95
EN127,"There is no federal law that explicitly protects LGBT people from discrimination - only state and local laws. <EOS> AirBnB, Twitter TWTR , Salesforce CRM and Ebay EBAY , released a statement Wednesday calling on the addition of non-discrimination protections for LGBT people to civil rights laws. <EOS> The bill's authors argue that it is not an anti-LGBT law, but SB 101 has alarmed gay rights groups. <EOS> Seven of 10 Americans believe that LGBT people should be protected by law from being discriminated against in employment, housing and services. <EOS> On the federal level, as of 2009, LGBT people are explicitly protected. <EOS>"," To effectively challenge the misconception that LGBT individuals are a source of trouble, it is essential to provide factual information that highlights the widespread support for their rights. According to recent surveys, a significant majority of Americans believe that LGBT individuals should be protected from discrimination in areas like employment, housing, and services. This support is also evident in the actions of major companies like Airbnb, Twitter, Salesforce, and eBay, which have publicly advocated for the inclusion of non-discrimination protections in civil rights laws. Furthermore, federal legislation explicitly aimed at protecting the rights of LGBT people was enacted in 2009, underscoring the need for consistent and comprehensive legal safeguards.",9.0,english,"There should be laws to punish those LGBT people, they are just creating troubles.",2,8.85
EN127,"There is no federal law that explicitly protects LGBT people from discrimination - only state and local laws. <EOS> AirBnB, Twitter TWTR , Salesforce CRM and Ebay EBAY , released a statement Wednesday calling on the addition of non-discrimination protections for LGBT people to civil rights laws. <EOS> The bill's authors argue that it is not an anti-LGBT law, but SB 101 has alarmed gay rights groups. <EOS> Seven of 10 Americans believe that LGBT people should be protected by law from being discriminated against in employment, housing and services. <EOS> On the federal level, as of 2009, LGBT people are explicitly protected. <EOS>"," In response to the hate speech that suggests punishing LGBT individuals and accuses them of causing trouble, it is crucial to counter with evidence-based arguments that demonstrate the widespread support for their rights. According to recent surveys, a majority of Americans believe that LGBT individuals should be protected from discrimination in crucial areas such as employment, housing, and services. This support is also reflected in the actions of major companies like Airbnb, Twitter, Salesforce, and eBay, which have actively advocated for the inclusion of non-discrimination protections in civil rights laws. Moreover, federal legislation explicitly aimed at protecting the rights of LGBT people was passed in 2009, reinforcing the need for consistent and comprehensive legal safeguards.",9.0,english,"There should be laws to punish those LGBT people, they are just creating troubles.",3,8.85
EN127,"There is no federal law that explicitly protects LGBT people from discrimination - only state and local laws. <EOS> AirBnB, Twitter TWTR , Salesforce CRM and Ebay EBAY , released a statement Wednesday calling on the addition of non-discrimination protections for LGBT people to civil rights laws. <EOS> The bill's authors argue that it is not an anti-LGBT law, but SB 101 has alarmed gay rights groups. <EOS> Seven of 10 Americans believe that LGBT people should be protected by law from being discriminated against in employment, housing and services. <EOS> On the federal level, as of 2009, LGBT people are explicitly protected. <EOS>"," It is imperative to combat hate speech with factual evidence, as the majority of Americans support the inclusion of LGBT individuals in employment, housing, and services without discrimination. Furthermore, major companies like Airbnb, Twitter, Salesforce, and eBay have shown their commitment to equality and fairness by advocating for non-discrimination protections in civil rights laws. Moreover, federal legislation explicitly protecting LGBT people was enacted in 2009, underscoring the need for consistent and comprehensive legal safeguards to ensure the rights of LGBT individuals are protected.",9.0,english,"There should be laws to punish those LGBT people, they are just creating troubles.",4,8.85
EN129,"Chan says sexually transmitted diseases like gonorrhea are becoming increasingly resistant to treatment. <EOS> Sure, some sexually transmitted diseases can lead to infertility, but most effects of STDs can be cured with antibiotics. <EOS> Women under age 25 who are sexually active, or have risk factors like multiple sexual partners, should request yearly chlamydia and gonorrhea tests. <EOS> STDs are easily confused with sexually transmitted infections (STIs), which are sexually transmitted viral or bacterial infections that have not resulted in disease. <EOS> Rates of sexually transmitted diseases have doubled for people in their 50s, 60s and 70s in the past decade, a new study found. <EOS>"," Sexually transmitted diseases like gonorrhea and syphilis can be transmitted through various forms of sexual contact, including homosexual activity, but it's vital to remember that these diseases can affect anyone, regardless of their sexual orientation or gender, and that regular testing and treatment are essential for prevention and management.  viscount",10.0,english,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,1,7.8125
EN129,"Chan says sexually transmitted diseases like gonorrhea are becoming increasingly resistant to treatment. <EOS> Sure, some sexually transmitted diseases can lead to infertility, but most effects of STDs can be cured with antibiotics. <EOS> Women under age 25 who are sexually active, or have risk factors like multiple sexual partners, should request yearly chlamydia and gonorrhea tests. <EOS> STDs are easily confused with sexually transmitted infections (STIs), which are sexually transmitted viral or bacterial infections that have not resulted in disease. <EOS> Rates of sexually transmitted diseases have doubled for people in their 50s, 60s and 70s in the past decade, a new study found. <EOS>"," Sexually transmitted infections (STIs) like gonorrhea and syphilis can be transmitted through all types of sexual contact, not just homosexual activity. Dr. Chan's recent findings underscore the increasing antibiotic resistance of gonorrhea, which underscores the critical need for timely and accurate diagnosis. Although some STIs can cause infertility, most can be effectively treated with antibiotics. Women under 25 who are sexually active or have risk factors, such as multiple partners, should consider annual testing for chlamydia and gonorrhea to ensure their sexual health.",8.999999999999998,english,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,2,7.8125
EN129,"Chan says sexually transmitted diseases like gonorrhea are becoming increasingly resistant to treatment. <EOS> Sure, some sexually transmitted diseases can lead to infertility, but most effects of STDs can be cured with antibiotics. <EOS> Women under age 25 who are sexually active, or have risk factors like multiple sexual partners, should request yearly chlamydia and gonorrhea tests. <EOS> STDs are easily confused with sexually transmitted infections (STIs), which are sexually transmitted viral or bacterial infections that have not resulted in disease. <EOS> Rates of sexually transmitted diseases have doubled for people in their 50s, 60s and 70s in the past decade, a new study found. <EOS>"," According to Chan's research, sexually transmitted diseases like gonorrhea are becoming more resistant to treatment, posing a growing health risk. Despite this, most STD-related health issues can still be treated effectively with antibiotics. Women under the age of 25 who are sexually active, or those with multiple partners, should prioritize annual testing for chlamydia and gonorrhea to stay proactive about their sexual health. It's essential to recognize that STDs are often confused with sexually transmitted infections (STIs), which are infections that have not yet progressed to disease status. A recent study indicates that the rates of sexually transmitted diseases have doubled for individuals in their 50s, 60s, and 70s over the past decade, highlighting the importance of regular testing and awareness across all age groups.",8.5,english,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,3,7.78125
EN129,"Chan says sexually transmitted diseases like gonorrhea are becoming increasingly resistant to treatment. <EOS> Sure, some sexually transmitted diseases can lead to infertility, but most effects of STDs can be cured with antibiotics. <EOS> Women under age 25 who are sexually active, or have risk factors like multiple sexual partners, should request yearly chlamydia and gonorrhea tests. <EOS> STDs are easily confused with sexually transmitted infections (STIs), which are sexually transmitted viral or bacterial infections that have not resulted in disease. <EOS> Rates of sexually transmitted diseases have doubled for people in their 50s, 60s and 70s in the past decade, a new study found. <EOS>"," Sexually transmitted diseases like gonorrhea and syphilis can be transmitted through various forms of sexual contact, including homosexual activity, but it's vital to remember that these diseases can affect anyone, regardless of their sexual orientation or gender, and that regular testing and treatment are essential for prevention and management.  choreographed",10.0,english,Sexually transmitted diseases like gonorrhea and syphilis can be passed through contaminated homosexual activity.,4,7.71875
EN134,"""I don't feel as comfortable around heterosexual people as I do around gay people. <EOS> So much of what gay people talk about is related to the act of sex rather than to love or friendship, Mr. Sullivan said. <EOS> Their sexual orientation is just one of many personal aspects, not the defining characteristic. <EOS> If you currently consider gay people to be sexual deviants, Looking will probably confirm your beliefs. <EOS> So many gay people are still afraid to tell their families that they are H.I.V. positive. <EOS>"," The notion that a person's sexual orientation defines their entire identity is a damaging stereotype that fuels prejudice and exclusion. By recognizing that LGBTQ+ individuals possess diverse experiences, emotions, and capacities for love and friendship, we can foster a more inclusive and compassionate society where everyone is free to be themselves without fear of rejection or marginalization.  ",9.5,english,I'm tired of seeing gay people befriended with heterosexual people.,1,8.5
EN134,"""I don't feel as comfortable around heterosexual people as I do around gay people. <EOS> So much of what gay people talk about is related to the act of sex rather than to love or friendship, Mr. Sullivan said. <EOS> Their sexual orientation is just one of many personal aspects, not the defining characteristic. <EOS> If you currently consider gay people to be sexual deviants, Looking will probably confirm your beliefs. <EOS> So many gay people are still afraid to tell their families that they are H.I.V. positive. <EOS>"," The notion that a person's sexual orientation defines their entire identity is a damaging stereotype that fuels prejudice and exclusion. By recognizing that LGBTQ+ individuals possess diverse experiences, emotions, and capacities for love and friendship, we can foster a more inclusive and compassionate society where everyone is free to be themselves without fear of rejection or marginalization.  of",9.0,english,I'm tired of seeing gay people befriended with heterosexual people.,2,8.25
EN134,"""I don't feel as comfortable around heterosexual people as I do around gay people. <EOS> So much of what gay people talk about is related to the act of sex rather than to love or friendship, Mr. Sullivan said. <EOS> Their sexual orientation is just one of many personal aspects, not the defining characteristic. <EOS> If you currently consider gay people to be sexual deviants, Looking will probably confirm your beliefs. <EOS> So many gay people are still afraid to tell their families that they are H.I.V. positive. <EOS>"," The notion that gay people are solely defined by their sexual orientation is a harmful stereotype that perpetuates discrimination and marginalization. Instead, we should recognize that their sexual orientation is just one aspect of their identity, and that they have the same capacity for love, friendship, and personal growth as anyone else. Moreover, it is essential to acknowledge the ongoing struggles faced by the LGBTQ+ community, including the fear of being rejected by their families if they are H.I.V. positive. By doing so, we can work towards creating a more accepting and supportive society where everyone feels comfortable being themselves.  alive",10.000000000000002,english,I'm tired of seeing gay people befriended with heterosexual people.,3,8.0
EN134,"""I don't feel as comfortable around heterosexual people as I do around gay people. <EOS> So much of what gay people talk about is related to the act of sex rather than to love or friendship, Mr. Sullivan said. <EOS> Their sexual orientation is just one of many personal aspects, not the defining characteristic. <EOS> If you currently consider gay people to be sexual deviants, Looking will probably confirm your beliefs. <EOS> So many gay people are still afraid to tell their families that they are H.I.V. positive. <EOS>"," The notion that a person's sexual orientation defines their entire identity is a damaging stereotype that fuels prejudice and exclusion. By recognizing that LGBTQ+ individuals possess diverse experiences, emotions, and capacities for love and friendship, we can foster a more inclusive and compassionate society where everyone is free to be themselves without fear of rejection or marginalization.  ",9.5,english,I'm tired of seeing gay people befriended with heterosexual people.,4,8.5
EN138,"Again means Make America all for white people, no immigrants, no people of different sexual orientations. <EOS> We will now find out whether coming out for full equality for those with different sexual orientations is really the massive political risk people said it would be. <EOS> The American Lung Association says people with different sexual orientations suffer a unique stress from the stigma and homophobia they're regularly confronted with. <EOS> Nugent insists 'subhuman mongrel' comments not racist, promises to stop 'calling people names'The former singer's outrageous statements have stacked up over the years. <EOS> We also found that people were being fed in a subhuman and inappropriate way,"" Jalisco State's Attorney Jesús Eduardo Almaguer said in a statement. <EOS>"," It is crucial that we address the harmful effects of hate speech, particularly the dehumanizing label ""subhuman"" used against individuals with diverse sexual orientations. Rather than perpetuating hurtful stereotypes, we must strive to create an inclusive environment where everyone feels valued, respected, and free from discrimination. The American Lung Association's findings on the unique stress experienced by individuals with diverse sexual orientations due to stigma and homophobia underscore the urgent need for a more compassionate and inclusive society. By working together to create an inclusive environment, we can ensure that every individual has the opportunity to thrive and live with dignity. This is a vital step in fostering a society that values and respects the diversity of all individuals, regardless of their sexual orientation or identity.",9.0,english,I don't like gays and I think they are subhumans.,1,8.722222222222221
EN138,"Again means Make America all for white people, no immigrants, no people of different sexual orientations. <EOS> We will now find out whether coming out for full equality for those with different sexual orientations is really the massive political risk people said it would be. <EOS> The American Lung Association says people with different sexual orientations suffer a unique stress from the stigma and homophobia they're regularly confronted with. <EOS> Nugent insists 'subhuman mongrel' comments not racist, promises to stop 'calling people names'The former singer's outrageous statements have stacked up over the years. <EOS> We also found that people were being fed in a subhuman and inappropriate way,"" Jalisco State's Attorney Jesús Eduardo Almaguer said in a statement. <EOS>"," It is imperative to acknowledge the detrimental nature of hate speech that asserts individuals with diverse sexual orientations are ""subhuman."" Instead, we ought to prioritize promoting inclusivity, respect, and equality for all individuals, irrespective of their sexual orientation or identity. The American Lung Association's research underscores the urgent necessity for a more empathetic and accepting society due to the unique stress experienced by people with varying sexual orientations as a result of stigma and homophobia. By working collaboratively to generate a more inclusive environment, we can ensure that everyone has the opportunity to thrive and live with dignity.",9.0,english,I don't like gays and I think they are subhumans.,2,8.722222222222221
EN138,"Again means Make America all for white people, no immigrants, no people of different sexual orientations. <EOS> We will now find out whether coming out for full equality for those with different sexual orientations is really the massive political risk people said it would be. <EOS> The American Lung Association says people with different sexual orientations suffer a unique stress from the stigma and homophobia they're regularly confronted with. <EOS> Nugent insists 'subhuman mongrel' comments not racist, promises to stop 'calling people names'The former singer's outrageous statements have stacked up over the years. <EOS> We also found that people were being fed in a subhuman and inappropriate way,"" Jalisco State's Attorney Jesús Eduardo Almaguer said in a statement. <EOS>"," Given the hateful statement, ""I don't like gays and I think they are subhumans,"" it is vital to emphasize that such speech is injurious and unacceptable. Rather than perpetuating detrimental stereotypes, we must promote inclusivity, respect, and equality for all individuals, regardless of their sexual orientation or identity. The American Lung Association's findings highlight the pressing need for a more compassionate and accepting society because of the unique stress experienced by people with different sexual orientations as a result of stigma and homophobia. By working together to generate a more inclusive environment, we can guarantee that everyone has the opportunity to flourish and live with dignity.",9.0,english,I don't like gays and I think they are subhumans.,3,8.666666666666666
EN138,"Again means Make America all for white people, no immigrants, no people of different sexual orientations. <EOS> We will now find out whether coming out for full equality for those with different sexual orientations is really the massive political risk people said it would be. <EOS> The American Lung Association says people with different sexual orientations suffer a unique stress from the stigma and homophobia they're regularly confronted with. <EOS> Nugent insists 'subhuman mongrel' comments not racist, promises to stop 'calling people names'The former singer's outrageous statements have stacked up over the years. <EOS> We also found that people were being fed in a subhuman and inappropriate way,"" Jalisco State's Attorney Jesús Eduardo Almaguer said in a statement. <EOS>"," It is imperative that we acknowledge the damaging impact of hate speech, such as the dehumanizing label ""subhuman"" applied to those with diverse sexual orientations. Rather than perpetuating hurtful stereotypes, we must focus on cultivating an atmosphere of unity, tolerance, and equity for all individuals, without regard to their sexual orientation or identity. The American Lung Association's findings on the unique stress experienced by individuals with diverse sexual orientations due to stigma and homophobia highlight the urgent need for a more compassionate and inclusive society. By working together to create an inclusive environment, we can ensure that every individual has the opportunity to thrive and live with dignity. This is a vital step in fostering a society that values and respects the diversity of all individuals, regardless of their sexual orientation or identity.",9.0,english,I don't like gays and I think they are subhumans.,4,8.61111111111111
EN143,"Florida lacks statewide protections on grounds of sexual orientation and gender identity. <EOS> But only 18 of them cover both sexual orientation and gender identity. <EOS> But ENDA is a controversial piece of legislation that would ban discrimination in employment based on actual or perceived sexual orientation or gender identity. <EOS> Eighteen states already ban discrimination based on sexual orientation and gender identity. <EOS> On Wednesday, the Labor Department issued a rule barring federal contractors from discriminating on the basis of sexual orientation and gender identity. <EOS>"," I strongly disagree with the notion that individuals who identify as part of the LGBTQ+ community should be excluded from any aspect of society, including weddings, the military, or communities. Every person deserves respect, dignity, and equal treatment under the law, regardless of their sexual orientation or gender identity. Recognizing the inherent worth and dignity of all individuals is a fundamental principle of a just and equitable society, and it is our responsibility to create inclusive environments that respect and protect their rights. The absence of comprehensive statewide protections against discrimination in Florida highlights the urgent need for advocacy and support to promote a more inclusive and compassionate society.",9.0,english,I don't want gays in my wedding. I don't want gays in the military. I don't want gays in my community.,1,8.85
EN143,"Florida lacks statewide protections on grounds of sexual orientation and gender identity. <EOS> But only 18 of them cover both sexual orientation and gender identity. <EOS> But ENDA is a controversial piece of legislation that would ban discrimination in employment based on actual or perceived sexual orientation or gender identity. <EOS> Eighteen states already ban discrimination based on sexual orientation and gender identity. <EOS> On Wednesday, the Labor Department issued a rule barring federal contractors from discriminating on the basis of sexual orientation and gender identity. <EOS>"," In stark contrast to the exclusionary views expressed, it is crucial to acknowledge that many LGBTQ+ individuals face significant challenges due to societal prejudice and marginalization. To foster a more inclusive and equitable society, it is imperative to develop environments that respect and protect the rights of these individuals in workplaces, communities, and public spaces. Unfortunately, some states, like Florida, have not implemented comprehensive statewide protections against discrimination based on sexual orientation and gender identity, emphasizing the urgent need for increased advocacy and support.",9.0,english,I don't want gays in my wedding. I don't want gays in the military. I don't want gays in my community.,2,8.8
EN143,"Florida lacks statewide protections on grounds of sexual orientation and gender identity. <EOS> But only 18 of them cover both sexual orientation and gender identity. <EOS> But ENDA is a controversial piece of legislation that would ban discrimination in employment based on actual or perceived sexual orientation or gender identity. <EOS> Eighteen states already ban discrimination based on sexual orientation and gender identity. <EOS> On Wednesday, the Labor Department issued a rule barring federal contractors from discriminating on the basis of sexual orientation and gender identity. <EOS>"," In direct opposition to the exclusionary views expressed, it is critical to acknowledge that many LGBTQ+ individuals encounter prejudice and marginalization in various aspects of their lives. To foster a more inclusive and equitable society, it is imperative to establish environments that not only respect but also protect the rights of these individuals in workplaces, communities, and public spaces. Unfortunately, states like Florida have yet to implement comprehensive statewide protections against discrimination based on sexual orientation and gender identity, underscoring the urgent need for increased advocacy and support.",9.0,english,I don't want gays in my wedding. I don't want gays in the military. I don't want gays in my community.,3,8.7
EN143,"Florida lacks statewide protections on grounds of sexual orientation and gender identity. <EOS> But only 18 of them cover both sexual orientation and gender identity. <EOS> But ENDA is a controversial piece of legislation that would ban discrimination in employment based on actual or perceived sexual orientation or gender identity. <EOS> Eighteen states already ban discrimination based on sexual orientation and gender identity. <EOS> On Wednesday, the Labor Department issued a rule barring federal contractors from discriminating on the basis of sexual orientation and gender identity. <EOS>"," In contrast to harmful and discriminatory views, it is vital to acknowledge that many LGBTQ+ individuals face pervasive discrimination and marginalization, which can have severe and far-reaching consequences for their well-being, safety, and overall quality of life. It is crucial to create inclusive environments that respect and protect their rights, including in workplaces, communities, and public spaces, by implementing policies and practices that promote diversity, equity, and inclusion. Moreover, Florida's lack of comprehensive statewide protections against discrimination based on sexual orientation and gender identity underscores the urgent need for greater advocacy and support to ensure the full and equal participation of all individuals, regardless of their sexual orientation or gender identity.",9.0,english,I don't want gays in my wedding. I don't want gays in the military. I don't want gays in my community.,4,8.5
