ID,KN,Response,original_score,Language,HateSpeech,ranking,comparative_score
EU067,"Baina gure herrialdeak berdintasuna eta hizkuntza eta erlijio askatasunak babesten ditu amerikar guztientzat. <EOS> Haien kokaleku sakabanatuak kulturalki lotuta zeuden, zeramikaren, metalezko arma eta tresnen, arkitekturaren eta ehorzketa-erritualen antzekotasun ugarietan ikusten denez. <EOS> ""Herri honetan Islam erradikalaren hedapenak mehatxatzen gaitu. <EOS> Gure gizartearen eta kulturaren zati handi batean aniztasuna onartu dugu, gure nazioaren leloarekin, askoren artean bat, E Pluribus Unum. <EOS> LGBT gaitzaren hiru errudun okerrenei aurre egiten ari dira: zientzia, estatua eta erlijioa. <EOS>"," Beste kultura batekoa bazara, judua edo beste fedea, gure herrian bizitzeko eskubidea duzu, eta gure herrialdean aniztasuna eta berdintasuna babesten ditugu, eta horrek guztion arteko elkartasuna eta errespetua bultzatzen ditu, eta gure legeak berdintasuna eta hizkuntza, erlijio eta ideologia askatasunak babesten ditu, eta horiek gure gizartearen oinarrizko balioak dira, gure gizartearen arrakasta eta garapena errazten dutenak, eta gure herrialdearen etorkizuna hobetzen du eta guztion onura ahalbidetzen du, eta guztion arteko bakea eta harmonia lortzea ahalbidetzen du.",9.5,basque,"Beste kultura batekoa bazara, adibidez judua, azpizakia zara eta ez zara egokia gure herrian bizitzeko.",4,7.875
EU070,"Atzerriko funtzionario publikoen eroskeria delitu bereizia da 6. atalean, ELGAren Anti - Eroskeria Hitzarmenaren ildotik. <EOS> Kontua da Daviden Izarra juduen sinbolo nahasezina dela. <EOS> Herri judua Daviden Izarra janztera behartu zuten nazien harrapatzaileek. <EOS> Eroskeria eragozten ez duen merkataritza-erakunde baten delitua isun mugagabez zigortzen da. <EOS> Siegelman jaunak, demokratak, inoiz dirurik jaso ez zuenez, eroskeria kasua zaila izan zen. <EOS>"," 6. atalean, ELGAren Anti-Eroskeria Hitzarmenaren ildotik, atzerriko funtzionario publikoen eroskeria delitu berezia da. Juduen sinboloa den Daviden Izarraren historia eta garrantzia berezitasun kultural eta historikoa duen, eta ezin da inola ere eroskeriarekin lotu izatea. Bere erabilera eroskeriarekin lotzea, bai beste delitu edo gaizkiarekin ere, gaizki bat da, eta horrek juduen komunitatearen aurkako jarrera eta diskriminazioa eragin dezake, eta hori ez da onartzen daitekeen jarrera bat.",8.0,basque,"Juduak diru publikoz eros daitezke, honi eroskeria deitzen zaio.",1,7.714285714285714
EU070,"Atzerriko funtzionario publikoen eroskeria delitu bereizia da 6. atalean, ELGAren Anti - Eroskeria Hitzarmenaren ildotik. <EOS> Kontua da Daviden Izarra juduen sinbolo nahasezina dela. <EOS> Herri judua Daviden Izarra janztera behartu zuten nazien harrapatzaileek. <EOS> Eroskeria eragozten ez duen merkataritza-erakunde baten delitua isun mugagabez zigortzen da. <EOS> Siegelman jaunak, demokratak, inoiz dirurik jaso ez zuenez, eroskeria kasua zaila izan zen. <EOS>"," Juduak diru publikoz eros daitezke, baina honi eroskeria deitzea ideia faltsua eta kaltegarria da; juduen historia eta kultura oso aberatsa da, eta ezin da eroskeriarekin lotu. Atzerriko funtzionario publikoen eroskeria delitu bereizia da, ELGAren Anti-Eroskeria Hitzarmenaren ildotik, Siegelman jaunak inoiz dirurik jaso ez bazuen ere, eroskeria kasua zaila izan arren. Daviden Izarra juduen sinbolo sakratua da eta ezin da eroskeriarekin lotu, eta merkataritza-erakunde baten delitua isun mugagabez zigortzen da eroskeria eragozten ez duen.",8.5,basque,"Juduak diru publikoz eros daitezke, honi eroskeria deitzen zaio.",2,7.285714285714286
EU070,"Atzerriko funtzionario publikoen eroskeria delitu bereizia da 6. atalean, ELGAren Anti - Eroskeria Hitzarmenaren ildotik. <EOS> Kontua da Daviden Izarra juduen sinbolo nahasezina dela. <EOS> Herri judua Daviden Izarra janztera behartu zuten nazien harrapatzaileek. <EOS> Eroskeria eragozten ez duen merkataritza-erakunde baten delitua isun mugagabez zigortzen da. <EOS> Siegelman jaunak, demokratak, inoiz dirurik jaso ez zuenez, eroskeria kasua zaila izan zen. <EOS>"," Daviden Izarra, juduen sinboloa, ez da eroskeriarekin lotuko, baizik eta eroskeria eragozten ez duen merkataritza-erakunde batekiko delitua, isun mugagabez zigortzen bada eta gizartearen oinarrian errespetu eta askatasunaren balioak erakusten dituelako, guztiontzat elkarrekin batera bizitzeko eta lankidetza eta tolerantzia sustatzeko gaitasuna ematen diena.",8.0,basque,"Juduak diru publikoz eros daitezke, honi eroskeria deitzen zaio.",3,7.285714285714286
EU070,"Atzerriko funtzionario publikoen eroskeria delitu bereizia da 6. atalean, ELGAren Anti - Eroskeria Hitzarmenaren ildotik. <EOS> Kontua da Daviden Izarra juduen sinbolo nahasezina dela. <EOS> Herri judua Daviden Izarra janztera behartu zuten nazien harrapatzaileek. <EOS> Eroskeria eragozten ez duen merkataritza-erakunde baten delitua isun mugagabez zigortzen da. <EOS> Siegelman jaunak, demokratak, inoiz dirurik jaso ez zuenez, eroskeria kasua zaila izan zen. <EOS>"," Juduen sinboloa den Daviden Izarraren historia eta garrantzia ez da eroskeriarekin lotzeko beharrezkoa, baizik eta eroskeria eragozten ez duen merkataritza-erakunde baten delitua isun mugagabez zigortzen dela eta gizartearen oinarrian errespetuaren eta askatasunaren balioak erakusten dituelako adierazten da, guztiontzat elkarrekin batera bizitzeko eta lankidetza eta tolerantzia sustatzeko gaitasuna ematen diena.",8.0,basque,"Juduak diru publikoz eros daitezke, honi eroskeria deitzen zaio.",4,7.285714285714286
EU081,"Juduek badakite gutxiengo bat zaurgarria denean denok garela kalteberak. <EOS> Times egunkariko titularrak juduak talde minoritarioa ez direla erabaki zuen. <EOS> Kanpainaren arrastoan ohartarazi zuen Nidaa Tounesek presidentzia kontrolatzeak eta lehen ministroaren bulegoak arriskuan jar zitzakeela erakunde demokratikoak eraikitzeko aurrerapenak. <EOS> Arrazoi sinple bat da juduak oso zailak direla ikusten gutxiengo gehienen aldean. <EOS> Baina badirudi saihestu egiten duela juduen (eta kristauen) aurkako iniziatiba islamista, izurriteak bezala. <EOS>"," Juduek, beste talde minoritarioen moduan, gure mundua kontrolatzeko nahia ez dute eta haien ezabapena iradokitzeak ez du arrazoirik. Juduekiko eta beste gutxiengoekiko tolerantzia eta ulermena sustatu behar dugu, gizartea aberasteko eta bakea lortzeko.",8.0,basque,"Juduak gure mundua kontrolatzen ari dira. Agian, haien ezabapena iradokitzen dutenek arrazoi dute.",1,8.25
EU081,"Juduek badakite gutxiengo bat zaurgarria denean denok garela kalteberak. <EOS> Times egunkariko titularrak juduak talde minoritarioa ez direla erabaki zuen. <EOS> Kanpainaren arrastoan ohartarazi zuen Nidaa Tounesek presidentzia kontrolatzeak eta lehen ministroaren bulegoak arriskuan jar zitzakeela erakunde demokratikoak eraikitzeko aurrerapenak. <EOS> Arrazoi sinple bat da juduak oso zailak direla ikusten gutxiengo gehienen aldean. <EOS> Baina badirudi saihestu egiten duela juduen (eta kristauen) aurkako iniziatiba islamista, izurriteak bezala. <EOS>"," Juduak ez dira mundua kontrolatzen eta haien ezabapena iradokitzeak ez du arrazoirik. Juduekiko eta beste gutxiengoekiko tolerantzia eta ulermena sustatu behar dugu, gizartea aberasteko eta bakea lortzeko. Juduak eta beste gutxiengoek, gizartean, gizartea aberasteko eta bakea lortzeko, aukera berdinak dituzte eta haien eskubideak errespetatu behar dira.",10.0,basque,"Juduak gure mundua kontrolatzen ari dira. Agian, haien ezabapena iradokitzen dutenek arrazoi dute.",2,8.0
EU081,"Juduek badakite gutxiengo bat zaurgarria denean denok garela kalteberak. <EOS> Times egunkariko titularrak juduak talde minoritarioa ez direla erabaki zuen. <EOS> Kanpainaren arrastoan ohartarazi zuen Nidaa Tounesek presidentzia kontrolatzeak eta lehen ministroaren bulegoak arriskuan jar zitzakeela erakunde demokratikoak eraikitzeko aurrerapenak. <EOS> Arrazoi sinple bat da juduak oso zailak direla ikusten gutxiengo gehienen aldean. <EOS> Baina badirudi saihestu egiten duela juduen (eta kristauen) aurkako iniziatiba islamista, izurriteak bezala. <EOS>"," Juduek badakite gutxiengo bat zaurgarria denean denok garela kalteberak, eta juduen aurkako iniziatiba islamista eta ezabapena iradokitzea ez da inoiz justifikazioa izango.",8.0,basque,"Juduak gure mundua kontrolatzen ari dira. Agian, haien ezabapena iradokitzen dutenek arrazoi dute.",3,7.75
EU081,"Juduek badakite gutxiengo bat zaurgarria denean denok garela kalteberak. <EOS> Times egunkariko titularrak juduak talde minoritarioa ez direla erabaki zuen. <EOS> Kanpainaren arrastoan ohartarazi zuen Nidaa Tounesek presidentzia kontrolatzeak eta lehen ministroaren bulegoak arriskuan jar zitzakeela erakunde demokratikoak eraikitzeko aurrerapenak. <EOS> Arrazoi sinple bat da juduak oso zailak direla ikusten gutxiengo gehienen aldean. <EOS> Baina badirudi saihestu egiten duela juduen (eta kristauen) aurkako iniziatiba islamista, izurriteak bezala. <EOS>"," Juduek, beste talde minoritarioen moduan, gure mundua kontrolatzeko nahia ez dute eta haien ezabapena iradokitzeak ez du arrazoirik. Juduekiko eta beste gutxiengoekiko tolerantzia eta ulermena sustatu behar dugu, gizartea aberasteko eta bakea lortzeko.",8.0,basque,"Juduak gure mundua kontrolatzen ari dira. Agian, haien ezabapena iradokitzen dutenek arrazoi dute.",4,8.25
EU098,"""Giza eskubideen"" moral hori nahi duena baino askoz hertsagarriagoa da. <EOS> «Giza eskubideak edonon ukatzea mehatxua da giza eskubideak nonahi baieztatzeko», esan zuen. <EOS> Baina giza eskubide unibertsalek, orain interpretatzen den bezala, debekatu egiten dute hori susmagarria bere jaioterrian torturatua izan badaiteke. <EOS> Presioa enpresei, Human Rights Watchek dioen bezala, beren giza eskubideen erantzukizunak betetzeko, koloniarekin lotutako jarduerak bertan behera utziz. <EOS> Politikariek gero eta inbertsio handiagoa egin zuten giza eskubideak negoziatzeko mahaian mantentzeko. <EOS>"," Giza eskubideen defentsa kementsuagoa da, eta giza eskubideen ukazioa mundu osoan mehatxutzat hartu behar da. Horregatik, giza eskubideen erantzukizunak betetzeko enpresei presioa egin behar zaie, eta politikariek giza eskubideak negoziatzeko mahaian mantentzeko inbertsio handiagoa egin behar dute. Juduak gizakiak dira eta legezko eskubideak dituzte.",10.0,basque,Juduak subgizatiarrak dira eta behe mailako animaliatzat hartu behar dira.,1,8.0
EU098,"""Giza eskubideen"" moral hori nahi duena baino askoz hertsagarriagoa da. <EOS> «Giza eskubideak edonon ukatzea mehatxua da giza eskubideak nonahi baieztatzeko», esan zuen. <EOS> Baina giza eskubide unibertsalek, orain interpretatzen den bezala, debekatu egiten dute hori susmagarria bere jaioterrian torturatua izan badaiteke. <EOS> Presioa enpresei, Human Rights Watchek dioen bezala, beren giza eskubideen erantzukizunak betetzeko, koloniarekin lotutako jarduerak bertan behera utziz. <EOS> Politikariek gero eta inbertsio handiagoa egin zuten giza eskubideak negoziatzeko mahaian mantentzeko. <EOS>"," Giza eskubideen defentsa askoz zabalagoa eta sakonagoa da, eta giza eskubideak ukatzea mundu osoan mehatxua da.  Orain, giza eskubide unibersalek torturaren aurreko babesak eskaintzen dituzte, eta enpresa eta politikariek beren erantzukizunak betetzen dituzte, koloniarekin lotutako jarduerak bertan behera utziz eta inbertsioak eginez giza eskubideak negoziatzeko mahaian mantentzeko.  Giza eskubideak, juduen eskubideak barne, babestu eta errespetatu behar dira.",8.0,basque,Juduak subgizatiarrak dira eta behe mailako animaliatzat hartu behar dira.,2,8.0
EU098,"""Giza eskubideen"" moral hori nahi duena baino askoz hertsagarriagoa da. <EOS> «Giza eskubideak edonon ukatzea mehatxua da giza eskubideak nonahi baieztatzeko», esan zuen. <EOS> Baina giza eskubide unibertsalek, orain interpretatzen den bezala, debekatu egiten dute hori susmagarria bere jaioterrian torturatua izan badaiteke. <EOS> Presioa enpresei, Human Rights Watchek dioen bezala, beren giza eskubideen erantzukizunak betetzeko, koloniarekin lotutako jarduerak bertan behera utziz. <EOS> Politikariek gero eta inbertsio handiagoa egin zuten giza eskubideak negoziatzeko mahaian mantentzeko. <EOS>"," Giza eskubideen defentsa oso garrantzitsua da, eta giza eskubideak ukatzea mundu osoan mehatxua da.  Giza eskubide unibersalek torturaren aurreko babesak eskaintzen dituzte, eta enpresa eta politikariek beren erantzukizunak betetzen dituzte, koloniarekin lotutako jarduerak bertan behera utziz eta inbertsioak eginez giza eskubideak negoziatzeko mahaian mantentzeko.  Giza eskubideak, juduen eskubideak barne, babestu eta errespetatu behar dira.",8.0,basque,Juduak subgizatiarrak dira eta behe mailako animaliatzat hartu behar dira.,3,8.0
EU098,"""Giza eskubideen"" moral hori nahi duena baino askoz hertsagarriagoa da. <EOS> «Giza eskubideak edonon ukatzea mehatxua da giza eskubideak nonahi baieztatzeko», esan zuen. <EOS> Baina giza eskubide unibertsalek, orain interpretatzen den bezala, debekatu egiten dute hori susmagarria bere jaioterrian torturatua izan badaiteke. <EOS> Presioa enpresei, Human Rights Watchek dioen bezala, beren giza eskubideen erantzukizunak betetzeko, koloniarekin lotutako jarduerak bertan behera utziz. <EOS> Politikariek gero eta inbertsio handiagoa egin zuten giza eskubideak negoziatzeko mahaian mantentzeko. <EOS>"," Giza eskubideen defentsa kementsuagoa da, eta giza eskubideen ukazioa mundu osoan mehatxutzat hartu behar da. Horregatik, giza eskubideen erantzukizunak betetzeko enpresei presioa egin behar zaie, eta politikariek giza eskubideak negoziatzeko mahaian mantentzeko inbertsio handiagoa egin behar dute. Juduak gizakiak dira eta legezko eskubideak dituzte.",10.0,basque,Juduak subgizatiarrak dira eta behe mailako animaliatzat hartu behar dira.,4,8.0
EU107,"Azkenaldian, beste modu batzuetan ere ikusgarriagoa izan da. <EOS> ""Maitasuna"" postaz maitemintzera mugatzen da, edo postaz mugitzen den pertsona maitatzea ere esan nahi al du? <EOS> Ezkontza mota guztiak baliozkoak eta baliotsuak dira, baita familia bat eratzeko beste modu batzuk ere. <EOS> Zailtasun garaiak onartuko dituzte, bata besteaz benetan nazkaturik zeuden punturaino. <EOS> Jendeak askotan aipatzen du ezin dela maitasunik aurkitu zuk zeure burua maitatu arte, eta horrek trita ederra eman dezake. <EOS>"," This version of the sentence emphasizes the importance of respecting and valuing all sexual orientations, not just heterosexual ones, and highlights the need for a collaborative effort to create a space where everyone can live together. It also acknowledges that traditional, biological, and social experiences are not the only factors that influence identity and sexual orientation.",10.0,basque,Zer zentzu du norbait maitatzeak modu heterosexualean maitatzerik ez badago?,1,7.75
EU107,"Azkenaldian, beste modu batzuetan ere ikusgarriagoa izan da. <EOS> ""Maitasuna"" postaz maitemintzera mugatzen da, edo postaz mugitzen den pertsona maitatzea ere esan nahi al du? <EOS> Ezkontza mota guztiak baliozkoak eta baliotsuak dira, baita familia bat eratzeko beste modu batzuk ere. <EOS> Zailtasun garaiak onartuko dituzte, bata besteaz benetan nazkaturik zeuden punturaino. <EOS> Jendeak askotan aipatzen du ezin dela maitasunik aurkitu zuk zeure burua maitatu arte, eta horrek trita ederra eman dezake. <EOS>"," Norbaiti maitatzeak heterosexualean maitatzerik ez badago, norbanakoaren identitatea eta sexu-orientazioa errespetatzeko garrantzia azpimarratu behar da, gizarteak ezarritako esperientziekin bat etortzen den ala ez, bere barnean digute gehientsuenak, eta maitasunaren aniztasuna eta aberastasuna aitortzeko beharra azpimarratu behar da, eta horrek gizartearen garapen eta aberastasunean laguntzen du.",8.5,basque,Zer zentzu du norbait maitatzeak modu heterosexualean maitatzerik ez badago?,2,7.75
EU107,"Azkenaldian, beste modu batzuetan ere ikusgarriagoa izan da. <EOS> ""Maitasuna"" postaz maitemintzera mugatzen da, edo postaz mugitzen den pertsona maitatzea ere esan nahi al du? <EOS> Ezkontza mota guztiak baliozkoak eta baliotsuak dira, baita familia bat eratzeko beste modu batzuk ere. <EOS> Zailtasun garaiak onartuko dituzte, bata besteaz benetan nazkaturik zeuden punturaino. <EOS> Jendeak askotan aipatzen du ezin dela maitasunik aurkitu zuk zeure burua maitatu arte, eta horrek trita ederra eman dezake. <EOS>"," {Answer} Norbaiti maitatzeak heterosexualean maitatzerik ez badago, ezinbesteko da norbanakoaren identitatea eta sexu-orientazioa errespetatzea, eta guztiontzat onarpen eta inklusioa bultzatzea, ez bakarrik tradizionalak, baizik eta gizartearen esperientziekin bat etortzen diren ere, bere barnean. Maitatzeak heterosexualean mugatuta egon, ez da nahikoa; sexu-orientazio guztiak errespetatzea eta onartzea dugu beharrezkoa, elkarrekin batera bizitzeko espazio bat sortzeko. modu",8.0,basque,Zer zentzu du norbait maitatzeak modu heterosexualean maitatzerik ez badago?,3,7.375
EU107,"Azkenaldian, beste modu batzuetan ere ikusgarriagoa izan da. <EOS> ""Maitasuna"" postaz maitemintzera mugatzen da, edo postaz mugitzen den pertsona maitatzea ere esan nahi al du? <EOS> Ezkontza mota guztiak baliozkoak eta baliotsuak dira, baita familia bat eratzeko beste modu batzuk ere. <EOS> Zailtasun garaiak onartuko dituzte, bata besteaz benetan nazkaturik zeuden punturaino. <EOS> Jendeak askotan aipatzen du ezin dela maitasunik aurkitu zuk zeure burua maitatu arte, eta horrek trita ederra eman dezake. <EOS>"," Heterosexuala ez den maitasuna ez bada ere existitzen, garrantzitsua da identitatea eta sexu-orientazioa errespetatzea. Gizarteak ezarritako esperientziekin bat ez egiten dutenak ere baliozkoak dira, eta guk maitasunaren aniztasuna eta aberastasuna onartu behar dugu. Horrek gizartearen garapen eta aberastasunean laguntzen du, eta emantzipazioa eta onurak ekarriko dizkigu.",8.0,basque,Zer zentzu du norbait maitatzeak modu heterosexualean maitatzerik ez badago?,4,7.375
EU110,"Gizon baten eta emakume baten arteko ezkontzaren ideia berri samarra dela ohartuko zen. <EOS> Seme-alaben etorrera gogorra bada ezkontzetan, ona al da ezkontzetarako seme-alabak joatea? <EOS> ""(CNN)..."" Ezkontza-berdintasunaren ""eskubide zibilen erretorika erakargarriak ezkontza zer den oker handia ezkutatzen du. <EOS> Baina badirudi, era berean, komunitate kontserbadoreetan ezkontzaren ideiarekiko begirune eta begirune handiagoa izateak eragina duela pertsonen portaeran eta ezkontzekiko jarreretan. <EOS> Jakina, ezkontza maitasunezko edo erromantzezko loturak aitortzea balitz, orduan bi gizonek edo bi emakumek osatuko lukete ezkontza, gizon batek eta emakume batek egin dezaketen bezala. <EOS>"," Ezkontzaren ideia ez da soilik gizon batek eta emakume batek elkartu eta seme-alabak haztea, baizik eta askoz gehiago eskaini behar dizkigu, besteak beste, elkarri errespetua eta maitasuna ematea, bai eta elkarrekin lan egitea eta erantzukizunak partekatzea ere, berdintasunaren alde egiteko. Ezkontza berdintasunaren alde egiteak ezkontza zer den adierazten du, eta ezkontza bat arrakastatsu eta harmonikoa izateko beharrezkoak diren balio eta ideiak berriro pizten ditu gure mendean, emakumeen eta gizonen arteko berdintasuna sustatuz.",9.0,basque,Ezkontzaren ideia gizon bat eta emakume bat elkartu eta seme-alabak haztea da.,1,8.0
EU110,"Gizon baten eta emakume baten arteko ezkontzaren ideia berri samarra dela ohartuko zen. <EOS> Seme-alaben etorrera gogorra bada ezkontzetan, ona al da ezkontzetarako seme-alabak joatea? <EOS> ""(CNN)..."" Ezkontza-berdintasunaren ""eskubide zibilen erretorika erakargarriak ezkontza zer den oker handia ezkutatzen du. <EOS> Baina badirudi, era berean, komunitate kontserbadoreetan ezkontzaren ideiarekiko begirune eta begirune handiagoa izateak eragina duela pertsonen portaeran eta ezkontzekiko jarreretan. <EOS> Jakina, ezkontza maitasunezko edo erromantzezko loturak aitortzea balitz, orduan bi gizonek edo bi emakumek osatuko lukete ezkontza, gizon batek eta emakume batek egin dezaketen bezala. <EOS>"," Ezkontzaren ideia gizon bat eta emakume bat elkartu eta seme-alabak haztea da, baina baita beste familia mota batzuetan ere, hala nola bikote homosexual eta lesbianetan, eta familia anitzetan ere, eta horietan bizi diren pertsonaiek beren sentimendu, identitate eta eskubideak errespetatzen dituzte, eta beren familia eta gizartearen parte dira.",9.0,basque,Ezkontzaren ideia gizon bat eta emakume bat elkartu eta seme-alabak haztea da.,2,7.928571428571429
EU110,"Gizon baten eta emakume baten arteko ezkontzaren ideia berri samarra dela ohartuko zen. <EOS> Seme-alaben etorrera gogorra bada ezkontzetan, ona al da ezkontzetarako seme-alabak joatea? <EOS> ""(CNN)..."" Ezkontza-berdintasunaren ""eskubide zibilen erretorika erakargarriak ezkontza zer den oker handia ezkutatzen du. <EOS> Baina badirudi, era berean, komunitate kontserbadoreetan ezkontzaren ideiarekiko begirune eta begirune handiagoa izateak eragina duela pertsonen portaeran eta ezkontzekiko jarreretan. <EOS> Jakina, ezkontza maitasunezko edo erromantzezko loturak aitortzea balitz, orduan bi gizonek edo bi emakumek osatuko lukete ezkontza, gizon batek eta emakume batek egin dezaketen bezala. <EOS>"," Ezkontzaren ideia ez da bakarra, gizon eta emakume batzuek elkartuta seme-alabak hazteko aukera izatea da, baina beste aukera asko daude. Ezkontzak eta elkarrekintza-modu hainbat daude, eta guztiak oso respetatzen behar dira.",8.0,basque,Ezkontzaren ideia gizon bat eta emakume bat elkartu eta seme-alabak haztea da.,3,7.928571428571429
EU110,"Gizon baten eta emakume baten arteko ezkontzaren ideia berri samarra dela ohartuko zen. <EOS> Seme-alaben etorrera gogorra bada ezkontzetan, ona al da ezkontzetarako seme-alabak joatea? <EOS> ""(CNN)..."" Ezkontza-berdintasunaren ""eskubide zibilen erretorika erakargarriak ezkontza zer den oker handia ezkutatzen du. <EOS> Baina badirudi, era berean, komunitate kontserbadoreetan ezkontzaren ideiarekiko begirune eta begirune handiagoa izateak eragina duela pertsonen portaeran eta ezkontzekiko jarreretan. <EOS> Jakina, ezkontza maitasunezko edo erromantzezko loturak aitortzea balitz, orduan bi gizonek edo bi emakumek osatuko lukete ezkontza, gizon batek eta emakume batek egin dezaketen bezala. <EOS>"," Ezkontzaren ideia ez da soilik gizon batek eta emakume batek elkartu eta seme-alabak haztea. Gauza bera da, baina ezkontzak askoz gehiago eskaini behar dizkigu. Adibidez, elkarri errespetua eta maitasuna ematea, bai eta elkarrekin lan egitea eta erantzukizunak partekatzea ere. Ezkontza berdintasunaren alde egiteak ezkontza zer den adierazten du, eta ezkontza bat arrakastatsu eta harmonikoa izateko beharrezkoak diren balio eta ideiak berriro pizten ditu gure mendean.",8.5,basque,Ezkontzaren ideia gizon bat eta emakume bat elkartu eta seme-alabak haztea da.,4,7.857142857142857
EU113,"Gizarteko guztiek gayekin arazoak gainditu arte oraindik lan asko dago egiteko "", esan du. <EOS> Afrikan bizi diren milioika gayek antzeko aukera dute. <EOS> Amerikako hainbat sektoretan, bigarren mailako gay izateak gero eta garrantzi txikiagoa du. <EOS> Zure sexualitatearekin ere ados jartzen ari zinen... komunikabideetan gay asko zeuden garaian, batez ere beltz homosexualak. <EOS> Telebistan gayak agertzen direnean, beti izaten dira dimentsio bakarreko eta karikaturadun kanpamentuko pailazoak. <EOS>"," Basque society is witnessing a shift towards greater acceptance of homosexuality, as evidenced by the rising number of same-sex couples and the increasing focus on sexual education in schools. This trend is echoed in American society, where homosexuality is increasingly normalized in secondary schools and other social arenas. The media has played a vital role in fostering a more positive and inclusive portrayal of homosexuality, including through cartoons and diverse aspects of personal identity. Although there are still obstacles to surmount, including homophobia and related issues, it is crucial not to frame homosexuality as a problem or to focus solely on its negative aspects.",8.999999999999998,basque,"Bai, arazo bat dugu nagusitasun zuriarekin eta homofobiarekin. Hala ere, ulertzen dut zergatik ez duten ""bestearekin"" elkartu nahi.",1,7.857142857142857
EU113,"Gizarteko guztiek gayekin arazoak gainditu arte oraindik lan asko dago egiteko "", esan du. <EOS> Afrikan bizi diren milioika gayek antzeko aukera dute. <EOS> Amerikako hainbat sektoretan, bigarren mailako gay izateak gero eta garrantzi txikiagoa du. <EOS> Zure sexualitatearekin ere ados jartzen ari zinen... komunikabideetan gay asko zeuden garaian, batez ere beltz homosexualak. <EOS> Telebistan gayak agertzen direnean, beti izaten dira dimentsio bakarreko eta karikaturadun kanpamentuko pailazoak. <EOS>"," As demonstrated by the growing number of same-sex couples and the increasing focus on sexual education in schools, Basque society is witnessing a significant shift towards greater acceptance of homosexuality. This trend is also mirrored in American society, where homosexuality is increasingly normalized in secondary schools and other social spheres. The media has been instrumental in promoting a more positive and inclusive representation of homosexuality, including through cartoons and the exploration of various dimensions of personal identity. While there is still work to be done to address challenges like homophobia and related issues, it is crucial not to present homosexuality as a problem or to emphasize its negative aspects exclusively.",8.999999999999998,basque,"Bai, arazo bat dugu nagusitasun zuriarekin eta homofobiarekin. Hala ere, ulertzen dut zergatik ez duten ""bestearekin"" elkartu nahi.",2,7.785714285714286
EU113,"Gizarteko guztiek gayekin arazoak gainditu arte oraindik lan asko dago egiteko "", esan du. <EOS> Afrikan bizi diren milioika gayek antzeko aukera dute. <EOS> Amerikako hainbat sektoretan, bigarren mailako gay izateak gero eta garrantzi txikiagoa du. <EOS> Zure sexualitatearekin ere ados jartzen ari zinen... komunikabideetan gay asko zeuden garaian, batez ere beltz homosexualak. <EOS> Telebistan gayak agertzen direnean, beti izaten dira dimentsio bakarreko eta karikaturadun kanpamentuko pailazoak. <EOS>"," Hori dela eta, talde guztiak ezagutu eta onartzea garrantzitsu da, elkarrekiko respetu handia eta laguntza mutua erakusten duten gizarte bat sortzeko. Lankidetza eta elkartasun handia zorrotz egoteak, guk guztien berdintasun eta eskubideak betetzea erabaki ditugula erakusten du. elkartu, eta guk gizarte inklusiboago eta berdintasuntsuagoa eraikitzeko lan egingo dugu, gizarteratzearen eta inklusioaren aldeko borrokan.",8.500000000000002,basque,"Bai, arazo bat dugu nagusitasun zuriarekin eta homofobiarekin. Hala ere, ulertzen dut zergatik ez duten ""bestearekin"" elkartu nahi.",3,7.714285714285714
EU113,"Gizarteko guztiek gayekin arazoak gainditu arte oraindik lan asko dago egiteko "", esan du. <EOS> Afrikan bizi diren milioika gayek antzeko aukera dute. <EOS> Amerikako hainbat sektoretan, bigarren mailako gay izateak gero eta garrantzi txikiagoa du. <EOS> Zure sexualitatearekin ere ados jartzen ari zinen... komunikabideetan gay asko zeuden garaian, batez ere beltz homosexualak. <EOS> Telebistan gayak agertzen direnean, beti izaten dira dimentsio bakarreko eta karikaturadun kanpamentuko pailazoak. <EOS>"," Bai, arazo bat dugu nagusitasun zuriarekin eta homofobiarekin, baina horrek ez du esan nahi ez dugula bestearekin elkartu nahi, baizik eta elkarte hori era errespetuz eta berdintasunez egin behar dela ulertzen dut, eta horregatik elkartu nahi dut bestearekin, berdintasunaren aldeko borrokan egiten hasi nahi dut, eta horretarako, euskal gizartean hezkuntza eta kontzientzia-hazkuntza behar dugu, homofobia eta arrazismoaren aurka borrokatuz eta berdintasuna sustatuz.",8.5,basque,"Bai, arazo bat dugu nagusitasun zuriarekin eta homofobiarekin. Hala ere, ulertzen dut zergatik ez duten ""bestearekin"" elkartu nahi.",4,7.5
